filename,leaf-dim-unit,leaf-height,leaf-width,writtenHeight,writtenWidth,LeafDivWritten
collections\Hatton\MS_Hatton_53.xml,,,,,,
collections\Hatton\MS_Hatton_54.xml,,,,,,
collections\Hatton\MS_Hatton_55.xml,,,,,,
collections\Hatton\MS_Hatton_56.xml,,,,,,
collections\Hatton\MS_Hatton_57.xml,,,,,,
collections\Hatton\MS_Hatton_58.xml,,,,,,
collections\Hatton\MS_Hatton_59.xml,,,,,,
collections\Hatton\MS_Hatton_6.xml,,,,,,
collections\Hatton\MS_Hatton_61.xml,,,,,,
collections\Hatton\MS_Hatton_62.xml,,,,,,
collections\Hatton\MS_Hatton_63.xml,,,,,,
collections\Hatton\MS_Hatton_66.xml,,,,,,
collections\Hatton\MS_Hatton_67.xml,,,,,,
collections\Hatton\MS_Hatton_69.xml,,,,,,
collections\Hatton\MS_Hatton_71.xml,,,,,,
collections\Hatton\MS_Hatton_72.xml,,,,,,
collections\Hatton\MS_Hatton_73.xml,,,,,,
collections\Hatton\MS_Hatton_74.xml,,,,,,
collections\Hatton\MS_Hatton_76.xml,mm,293,205,227.5,125.0,1.287912087912088
collections\Hatton\MS_Hatton_77.xml,,,,,,
collections\Hatton\MS_Hatton_81.xml,,,,,,
collections\Hatton\MS_Hatton_82.xml,,,,,,
collections\Hatton\MS_Hatton_83.xml,,,,,,
collections\Hatton\MS_Hatton_84.xml,,,,,,
collections\Hatton\MS_Hatton_85.xml,,,,,,
collections\Hatton\MS_Hatton_86.xml,,,,,,
collections\Hatton\MS_Hatton_87.xml,,,,,,
collections\Hatton\MS_Hatton_88.xml,,,,,,
collections\Hatton\MS_Hatton_89.xml,,,,,,
collections\Hatton\MS_Hatton_9.xml,mm,327,225,210,135,1.5571428571428572
collections\Hatton\MS_Hatton_90.xml,,,,,,
collections\Hatton\MS_Hatton_92.xml,,,,,,
collections\Hatton\MS_Hatton_93.xml,,,,,,
collections\Hatton\MS_Hatton_94.xml,,,,,,
collections\Hatton\MS_Hatton_96.xml,,,,,,
collections\Hatton\MS_Hatton_97.xml,,,,,,
collections\Hatton\MS_Hatton_99.xml,,,,,,
collections\Hatton\MS_Hatton_donat_1.xml,mm,260,190,185,110,1.4054054054054055
collections\Hatton\MS_Hatton_donat_3.xml,,,,,,
collections\Hertford_College\Hertford_College_MS_1.xml,mm,168,120,,,
collections\Hertford_College\Hertford_College_MS_2.xml,mm,242,170,,,
collections\Hertford_College\Hertford_College_MS_3.xml,,,,,,
collections\Hertford_College\Hertford_College_MS_4.xml,,,,,,
collections\Hertford_College\Hertford_College_MS_41.xml,,,,,,
collections\Hertford_College\Hertford_College_MS_5.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_1.xml,mm,173,130,,,
collections\Holkham_gr\MS_Holkham_Gr_10.xml,mm,210,125,,,
collections\Holkham_gr\MS_Holkham_Gr_100.xml,mm,220,155,,,
collections\Holkham_gr\MS_Holkham_Gr_101.xml,mm,153,133,,,
collections\Holkham_gr\MS_Holkham_Gr_102.xml,mm,222,163,,,
collections\Holkham_gr\MS_Holkham_Gr_103.xml,mm,250,175,,,
collections\Holkham_gr\MS_Holkham_Gr_104.xml,mm,330,225,,,
collections\Holkham_gr\MS_Holkham_Gr_105.xml,mm,335,230,,,
collections\Holkham_gr\MS_Holkham_Gr_106.xml,mm,205,140,,,
collections\Holkham_gr\MS_Holkham_Gr_107.xml,mm,315,220,,,
collections\Holkham_gr\MS_Holkham_Gr_108.xml,mm,315,220,,,
collections\Holkham_gr\MS_Holkham_Gr_109.xml,mm,290,205,,,
collections\Holkham_gr\MS_Holkham_Gr_11.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_110.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_111.xml,mm,295,215,,,
collections\Holkham_gr\MS_Holkham_Gr_112.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_113.xml,mm,150,105,,,
collections\Holkham_gr\MS_Holkham_Gr_114.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_115.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_116.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_12.xml,mm,205,135,,,
collections\Holkham_gr\MS_Holkham_Gr_13.xml,mm,257,195,,,
collections\Holkham_gr\MS_Holkham_Gr_14.xml,mm,203,155,,,
collections\Holkham_gr\MS_Holkham_Gr_15.xml,mm,350,250,,,
collections\Holkham_gr\MS_Holkham_Gr_16.xml,mm,300,200,,,
collections\Holkham_gr\MS_Holkham_Gr_17.xml,mm,330,240,,,
collections\Holkham_gr\MS_Holkham_Gr_18.xml,mm,350,245,,,
collections\Holkham_gr\MS_Holkham_Gr_19.xml,mm,345,265,,,
collections\Holkham_gr\MS_Holkham_Gr_2.xml,mm,183,133,,,
collections\Holkham_gr\MS_Holkham_Gr_20.xml,mm,215,150,,,
collections\Holkham_gr\MS_Holkham_Gr_21.xml,mm,275,200,,,
collections\Holkham_gr\MS_Holkham_Gr_22.xml,mm,215,145,,,
collections\Holkham_gr\MS_Holkham_Gr_23.xml,mm,213,155,,,
collections\Holkham_gr\MS_Holkham_Gr_24.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_25.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_26.xml,mm,218,150,,,
collections\Holkham_gr\MS_Holkham_Gr_27.xml,mm,195,130,,,
collections\Holkham_gr\MS_Holkham_Gr_28.xml,mm,277,195,,,
collections\Holkham_gr\MS_Holkham_Gr_29.xml,mm,133,115,100.0,80,1.33
collections\Holkham_gr\MS_Holkham_Gr_3.xml,mm,135,95,,,
collections\Holkham_gr\MS_Holkham_Gr_30.xml,mm,205,145,,,
collections\Holkham_gr\MS_Holkham_Gr_31.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_32.xml,mm,220,148,,,
collections\Holkham_gr\MS_Holkham_Gr_33.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_34.xml,mm,320,210,,,
collections\Holkham_gr\MS_Holkham_Gr_35.xml,mm,187,130,,,
collections\Holkham_gr\MS_Holkham_Gr_36.xml,mm,373,260,,,
collections\Holkham_gr\MS_Holkham_Gr_37.xml,mm,200,150,,,
collections\Holkham_gr\MS_Holkham_Gr_38.xml,mm,380,260,,,
collections\Holkham_gr\MS_Holkham_Gr_39.xml,mm,330,240,,,
collections\Holkham_gr\MS_Holkham_Gr_4.xml,mm,198,150,,,
collections\Holkham_gr\MS_Holkham_Gr_40.xml,mm,285,220,,,
collections\Holkham_gr\MS_Holkham_Gr_41.xml,mm,302,215,,,
collections\Holkham_gr\MS_Holkham_Gr_42.xml,mm,188,150,,,
collections\Holkham_gr\MS_Holkham_Gr_43.xml,mm,212,145,,,
collections\Holkham_gr\MS_Holkham_Gr_44.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_45.xml,mm,275,195,,,
collections\Holkham_gr\MS_Holkham_Gr_46.xml,mm,205,150,,,
collections\Holkham_gr\MS_Holkham_Gr_47.xml,mm,207,160,,,
collections\Holkham_gr\MS_Holkham_Gr_48.xml,mm,210,150,,,
collections\Holkham_gr\MS_Holkham_Gr_49.xml,mm,184,140,,,
collections\Holkham_gr\MS_Holkham_Gr_5.xml,mm,145,105,,,
collections\Holkham_gr\MS_Holkham_Gr_50.xml,mm,191,135,,,
collections\Holkham_gr\MS_Holkham_Gr_51.xml,mm,201,145,,,
collections\Holkham_gr\MS_Holkham_Gr_52.xml,mm,256,180,,,
collections\Holkham_gr\MS_Holkham_Gr_53.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_54.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_55.xml,mm,155,120,,,
collections\Holkham_gr\MS_Holkham_Gr_56.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_57.xml,mm,192,140,,,
collections\Holkham_gr\MS_Holkham_Gr_58.xml,mm,205,145,,,
collections\Holkham_gr\MS_Holkham_Gr_59.xml,mm,212,155,,,
collections\Holkham_gr\MS_Holkham_Gr_6.xml,mm,220,160,,,
collections\Holkham_gr\MS_Holkham_Gr_60.xml,mm,270,190,,,
collections\Holkham_gr\MS_Holkham_Gr_61.xml,mm,207,147,,,
collections\Holkham_gr\MS_Holkham_Gr_62.xml,mm,193,140,,,
collections\Holkham_gr\MS_Holkham_Gr_63.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_64.xml,mm,290,205,,,
collections\Holkham_gr\MS_Holkham_Gr_65.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_66.xml,mm,315,200,,,
collections\Holkham_gr\MS_Holkham_Gr_67.xml,mm,295,200,,,
collections\Holkham_gr\MS_Holkham_Gr_68.xml,mm,205,150,,,
collections\Holkham_gr\MS_Holkham_Gr_69.xml,mm,205,140,,,
collections\Holkham_gr\MS_Holkham_Gr_7.xml,mm,195,140,,,
collections\Holkham_gr\MS_Holkham_Gr_70.xml,mm,220,150,,,
collections\Holkham_gr\MS_Holkham_Gr_71.xml,mm,130,180,,,
collections\Holkham_gr\MS_Holkham_Gr_72.xml,mm,212,140,,,
collections\Holkham_gr\MS_Holkham_Gr_73.xml,mm,200,145,,,
collections\Holkham_gr\MS_Holkham_Gr_74.xml,mm,200,145,,,
collections\Holkham_gr\MS_Holkham_Gr_75.xml,mm,205,150,,,
collections\Holkham_gr\MS_Holkham_Gr_76.xml,mm,185,140,,,
collections\Holkham_gr\MS_Holkham_Gr_77.xml,mm,210,145,,,
collections\Holkham_gr\MS_Holkham_Gr_78.xml,mm,185,140,,,
collections\Holkham_gr\MS_Holkham_Gr_79.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_8.xml,mm,205,140,,,
collections\Holkham_gr\MS_Holkham_Gr_80.xml,mm,185,140,,,
collections\Holkham_gr\MS_Holkham_Gr_81.xml,mm,205,145,,,
collections\Holkham_gr\MS_Holkham_Gr_82.xml,mm,215,160,,,
collections\Holkham_gr\MS_Holkham_Gr_83.xml,mm,215,145,,,
collections\Holkham_gr\MS_Holkham_Gr_84.xml,mm,280,195,,,
collections\Holkham_gr\MS_Holkham_Gr_85.xml,mm,222,155,,,
collections\Holkham_gr\MS_Holkham_Gr_86.xml,mm,243,175,,,
collections\Holkham_gr\MS_Holkham_Gr_87.xml,mm,226,160,,,
collections\Holkham_gr\MS_Holkham_Gr_88.xml,mm,260,195,,,
collections\Holkham_gr\MS_Holkham_Gr_89.xml,mm,260,195,,,
collections\Holkham_gr\MS_Holkham_Gr_9.xml,mm,210,140,,,
collections\Holkham_gr\MS_Holkham_Gr_90.xml,mm,282,190,,,
collections\Holkham_gr\MS_Holkham_Gr_91.xml,,,,,,
collections\Holkham_gr\MS_Holkham_Gr_92.xml,mm,205,145,,,
collections\Holkham_gr\MS_Holkham_Gr_93.xml,mm,220,150,,,
collections\Holkham_gr\MS_Holkham_Gr_94.xml,mm,208,155,,,
collections\Holkham_gr\MS_Holkham_Gr_95.xml,mm,320,225,,,
collections\Holkham_gr\MS_Holkham_Gr_96.xml,mm,295,200,,,
collections\Holkham_gr\MS_Holkham_Gr_97.xml,mm,283,200,,,
collections\Holkham_gr\MS_Holkham_Gr_98.xml,mm,250,180,,,
collections\Holkham_gr\MS_Holkham_Gr_99.xml,mm,195,145,,,
collections\Holkham_misc\Holkham_c_2.xml,mm,313,223,230,158.0,1.3608695652173912
collections\Holkham_misc\MS_Holkham_misc_1.xml,mm,295,195,192.5,127.5,1.5324675324675325
collections\Holkham_misc\MS_Holkham_misc_10.xml,mm,340,255,240.0,162.5,1.4166666666666667
collections\Holkham_misc\MS_Holkham_misc_11.xml,mm,270,195,177.5,120.0,1.5211267605633803
collections\Holkham_misc\MS_Holkham_misc_12.xml,mm,170,120,93,65,1.8279569892473118
collections\Holkham_misc\MS_Holkham_misc_13.xml,mm,215,165,150,102.5,1.4333333333333333
collections\Holkham_misc\MS_Holkham_misc_14.xml,mm,220,165,165.0,130,1.3333333333333333
collections\Holkham_misc\MS_Holkham_misc_15.xml,mm,270,105,172,105,1.569767441860465
collections\Holkham_misc\MS_Holkham_misc_16.xml,mm,220,140,165.0,115.0,1.3333333333333333
collections\Holkham_misc\MS_Holkham_Misc_17.xml,mm,395,265,285.0,187.5,1.3859649122807018
collections\Holkham_misc\MS_Holkham_Misc_18.xml,mm,320,220,230,157.5,1.391304347826087
collections\Holkham_misc\MS_Holkham_Misc_19.xml,mm,365,265,295,202.5,1.2372881355932204
collections\Holkham_misc\MS_Holkham_misc_2.xml,mm,240,150,160,90,1.5
collections\Holkham_misc\MS_Holkham_misc_20.xml,mm,272.5,195,200.0,137.5,1.3625
collections\Holkham_misc\MS_Holkham_misc_21.xml,mm,310,210,237.5,142.5,1.305263157894737
collections\Holkham_misc\MS_Holkham_misc_22.xml,mm,275.0,205,207.5,142.5,1.3253012048192772
collections\Holkham_misc\MS_Holkham_misc_23.xml,mm,290,210,212.5,130,1.3647058823529412
collections\Holkham_misc\MS_Holkham_misc_24.xml,mm,200,70,167.5,52.5,1.1940298507462686
collections\Holkham_misc\MS_Holkham_misc_25.xml,mm,205,145,157.5,100,1.3015873015873016
collections\Holkham_misc\MS_Holkham_misc_26.xml,mm,280,195,177.5,120,1.5774647887323943
collections\Holkham_misc\MS_Holkham_misc_27.xml,mm,212,140,105,75,2.019047619047619
collections\Holkham_misc\MS_Holkham_misc_28.xml,mm,287.5,215,230,175,1.25
collections\Holkham_misc\MS_Holkham_misc_29.xml,mm,245,160,185.0,132.5,1.3243243243243243
collections\Holkham_misc\MS_Holkham_misc_3.xml,mm,285,210,175,120,1.6285714285714286
collections\Holkham_misc\MS_Holkham_misc_30.xml,mm,227.5,160,180.0,115.0,1.2638888888888888
collections\Holkham_misc\MS_Holkham_misc_31.xml,mm,340,240,225,147.5,1.511111111111111
collections\Holkham_misc\MS_Holkham_misc_32.xml,,,,,,
collections\Holkham_misc\MS_Holkham_misc_33.xml,mm,260,190,180,130,1.4444444444444444
collections\Holkham_misc\MS_Holkham_misc_34.xml,mm,280,185,207.5,140,1.3493975903614457
collections\Holkham_misc\MS_Holkham_misc_35.xml,mm,185,110,147.5,67.5,1.2542372881355932
collections\Holkham_misc\MS_Holkham_misc_36.xml,mm,250,182.5,202.5,150,1.2345679012345678
collections\Holkham_misc\MS_Holkham_Misc_37.xml,mm,205,135,145,90,1.4137931034482758
collections\Holkham_misc\MS_Holkham_misc_38.xml,mm,340,250,232.5,162.5,1.4623655913978495
collections\Holkham_misc\MS_Holkham_misc_39.xml,mm,215.0,145,162.5,110,1.323076923076923
collections\Holkham_misc\MS_Holkham_misc_4.xml,mm,205,140,167.5,72.5,1.2238805970149254
collections\Holkham_misc\MS_Holkham_misc_40.xml,mm,282,189,145–89,123–125,
collections\Holkham_misc\MS_Holkham_misc_41.xml,mm,160,105,127.5,77.5,1.2549019607843137
collections\Holkham_misc\MS_Holkham_misc_42.xml,mm,170,115,128.0,86,1.328125
collections\Holkham_misc\MS_Holkham_misc_43.xml,mm,200,130,162.5,87.5,1.2307692307692308
collections\Holkham_misc\MS_Holkham_misc_44.xml,mm,305,190,217.5,137.5,1.4022988505747127
collections\Holkham_misc\MS_Holkham_misc_45.xml,mm,187.5,132.5,120,85,1.5625
collections\Holkham_misc\MS_Holkham_misc_46.xml,mm,290,210,207.5,187.5,1.3975903614457832
collections\Holkham_misc\MS_Holkham_misc_47.xml,mm,435,270,299.0,167.5,1.4548494983277591
collections\Holkham_misc\MS_Holkham_misc_48.xml,mm,357.5,235,230.0,190.0,1.5543478260869565
collections\Holkham_misc\MS_Holkham_misc_49.xml,mm,360,265,233,160,1.5450643776824033
collections\Holkham_misc\MS_Holkham_misc_5.xml,mm,310,210,237.5,152.5,1.305263157894737
collections\Holkham_misc\MS_Holkham_Misc_50.xml,mm,400,290,255,180,1.5686274509803921
collections\Holkham_misc\MS_Holkham_Misc_51.xml,mm,400,290,255,187.5,1.5686274509803921
collections\Holkham_misc\MS_Holkham_Misc_52.xml,mm,400,290,255,190,1.5686274509803921
collections\Holkham_misc\MS_Holkham_Misc_53.xml,mm,400,290,255,187.5,1.5686274509803921
collections\Holkham_misc\MS_Holkham_misc_6.xml,mm,360,250,272.5,182.5,1.3211009174311927
collections\Holkham_misc\MS_Holkham_misc_7.xml,mm,275,200,210,130,1.3095238095238095
collections\Holkham_misc\MS_Holkham_misc_8.xml,mm,277.5,175,202.5,102.5,1.3703703703703705
collections\Holkham_misc\MS_Holkham_misc_9.xml,mm,275,200,202.5,135,1.3580246913580247
collections\Holmes\MS_Holmes_158.xml,,,,,,
collections\Icel\MS_Icel_e_1.xml,,,,,,
collections\Icel\MS_Icel_e_2.xml,,,,,,
collections\Icel\MS_Icel_g_1.xml,,,,,,
collections\Ir\MS_Ir_d_5.xml,mm,276.0,36.5,265,170,1.0415094339622641
collections\Ital\MS_Ital_b_1.xml,,,,,,
collections\Ital\MS_Ital_b_3.xml,mm,367.5,270,230,165,1.5978260869565217
collections\Ital\MS_Ital_d_30.xml,,,,,,
collections\Ital\MS_Ital_d_5.xml,mm,290,197,192.5,100,1.5064935064935066
collections\Ital\MS_Ital_e_13.xml,mm,210,150,147.5,97.5,1.423728813559322
collections\Ital\MS_Ital_e_16.xml,mm,187,127,124,78,1.5080645161290323
collections\Ital\MS_Ital_e_18.xml,mm,207.5,150,140.0,80,1.4821428571428572
collections\Ital\MS_Ital_e_19.xml,mm,195,140,162.5,90,1.2
collections\Ital\MS_Ital_e_2.xml,mm,185,93,152.5,67.5,1.2131147540983607
collections\Ital\MS_Ital_e_20.xml,,,,,,
collections\Ital\MS_Ital_e_3.xml,,,,,,
collections\Ital\MS_Ital_e_6.xml,mm,168.5,86.5,140,55,1.2035714285714285
collections\Ital\MS_Ital_e_9.xml,mm,215,155,160,115,1.34375
collections\Ital\MS_Ital_f_3.xml,mm,135,100,95,72.5,1.4210526315789473
collections\James\MS_James_43.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_1.xml,mm,135,100,85,65,1.588235294117647
collections\Jesus_College\Jesus_College_MS_10.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_100.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_101.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_102.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_103.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_104.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_105.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_106.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_107.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_108.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_109.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_11.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_110.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_111.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_114.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_117.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_119.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_12.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_121.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_124.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_125.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_126.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_127.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_128.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_129.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_13.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_130.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_131.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_137.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_14.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_141.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_15.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_16.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_18.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_19.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_2.xml,mm,220,150,140–165,90–100,
collections\Jesus_College\Jesus_College_MS_20.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_22.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_23.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_24.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_25.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_26.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_27.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_29.xml,mm,185,140,155,100,1.1935483870967742
collections\Jesus_College\Jesus_College_MS_3.xml,mm,205,140,155–165,90–95,
collections\Jesus_College\Jesus_College_MS_32.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_34.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_35.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_36.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_36_star.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_37.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_38.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_39.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_4.xml,mm,230,145,185,95,1.2432432432432432
collections\Jesus_College\Jesus_College_MS_40.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_41.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_42.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_43.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_45a.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_45b.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_46.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_47.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_48.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_49.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_5.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_50.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_51.xml,mm,265,165,185,110,1.4324324324324325
collections\Jesus_College\Jesus_College_MS_52.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_53.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_54.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_55.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_56.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_57.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_58.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_59.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_6.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_61.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_62.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_63.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_64.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_65.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_66.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_67.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_68.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_69.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_7.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_70.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_8.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_89.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_9.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_90.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_91.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_93.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_94.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_95.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_96.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_97.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_98.xml,,,,,,
collections\Jesus_College\Jesus_College_MS_99.xml,,,,,,
collections\Jones\MS_Jones_18.xml,,,,,,
collections\Jones\MS_Jones_19.xml,,,,,,
collections\Jones\MS_Jones_21.xml,,,,,,
collections\Jones\MS_Jones_23.xml,,,,,,
collections\Jones\MS_Jones_26.xml,,,,,,
collections\Jones\MS_Jones_41.xml,,,,,,
collections\Jones\MS_Jones_43.xml,,,,,,
collections\Jones\MS_Jones_46.xml,,,,,,
collections\Jones\MS_Jones_47.xml,mm,166,120,107,72,1.5514018691588785
collections\Jones\MS_Jones_48.xml,,,,,,
collections\Jones\MS_Jones_50.xml,,,,,,
collections\Jones\MS_Jones_58.xml,,,,,,
collections\Jones\MS_Jones_59.xml,mm,115 ,85,66,51,1.7424242424242424
collections\Jones\MS_Jones_9.xml,,,,,,
collections\Junius\MSS_Junius_85-6.xml,mm,160,115,130,80,1.2307692307692308
collections\Junius\MS_Junius_1.xml,,,,,,
collections\Junius\MS_Junius_11.xml,,,,,,
collections\Junius\MS_Junius_110.xml,,,,,,
collections\Junius\MS_Junius_121.xml,mm,265,155,198,108,1.3383838383838385
collections\Junius\MS_Junius_25.xml,mm,,200,,122.5,
collections\Junius\MS_Junius_27.xml,mm,243,170,c. 185,110,
collections\Junius\MS_Junius_29.xml,mm,260,182,182–196,120–127,
collections\Junius\MS_Junius_56.xml,,,,,,
collections\Junius\MS_Junius_78.xml,,,,,,
collections\Junius\MS_Junius_83.xml,mm,210.0,137.5,145,95,1.4482758620689655
collections\Kennicott\MS_Kennicott_13.xml,mm,325,210,235,150,1.3829787234042554
collections\Kennicott\MS_Kennicott_14.xml,mm,290,205,177.5,115,1.6338028169014085
collections\Kennicott\MS_Kennicott_15.xml,mm,265,190,220,125,1.2045454545454546
collections\Kennicott\MS_Kennicott_16.xml,mm,145,95,100–5,65,
collections\Lady_Margaret_Hall\Lady_Margaret_Hall_MS_Borough_1.xml,mm,193,132,120,82,1.6083333333333334
collections\Lady_Margaret_Hall\Lady_Margaret_Hall_MS_Borough_12.xml,mm,202,143,130,90,1.5538461538461539
collections\Lady_Margaret_Hall\Lady_Margaret_Hall_MS_Borough_14.xml,mm,272,191,,,
collections\Lady_Margaret_Hall\Lady_Margaret_Hall_MS_Borough_16.xml,mm,85,122,,,
collections\Lady_Margaret_Hall\Lady_Margaret_Hall_MS_Borough_18.xml,mm,217,244,,,
collections\Lady_Margaret_Hall\Lady_Margaret_Hall_MS_Borough_19.xml,mm,322,237,242,172,1.3305785123966942
collections\Lady_Margaret_Hall\Lady_Margaret_Hall_MS_Borough_3.xml,mm,157,112,127,112,1.236220472440945
collections\Lady_Margaret_Hall\Lady_Margaret_Hall_MS_Borough_4.xml,mm,144,108,100,77,1.44
collections\Lady_Margaret_Hall\Lady_Margaret_Hall_MS_Borough_5.xml,mm,129,84,,,
collections\Lat_bib\MS_Lat_bib_a_1_P1-2.xml,,,,,,
collections\Lat_bib\MS_Lat_bib_a_2_P.xml,,,,,,
collections\Lat_bib\MS_Lat_bib_b_1.xml,,,,265,180,
collections\Lat_bib\MS_Lat_bib_b_2_P.xml,,,,,,
collections\Lat_bib\MS_Lat_bib_b_4.xml,,,,,,
collections\Lat_bib\MS_Lat_bib_c_1.xml,,,,195,120,
collections\Lat_bib\MS_Lat_bib_c_10.xml,mm,335,235,225,140,1.488888888888889
collections\Lat_bib\MS_Lat_bib_c_11.xml,mm,365,235,225,120,1.6222222222222222
collections\Lat_bib\MS_Lat_bib_c_8_P.xml,,,,,,
collections\Lat_bib\MS_Lat_bib_c_9.xml,mm,310,200,215,145,1.441860465116279
