filename,leaf-dim-unit,leaf-height,leaf-width,writtenHeight,writtenWidth,LeafDivWritten
collections\Canon_Class_Lat\MS_Canon_Class_Lat_176.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_177.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_178.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_179.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_18.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_180.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_181.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_182.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_183.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_184.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_185.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_186.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_187.xml,mm,260,172,175,100,1.4857142857142858
collections\Canon_Class_Lat\MS_Canon_Class_Lat_188.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_189.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_19.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_190.xml,mm,286,213,182.5,107.5,1.5671232876712329
collections\Canon_Class_Lat\MS_Canon_Class_Lat_191.xml,mm,285,213,195,122.5,1.4615384615384615
collections\Canon_Class_Lat\MS_Canon_Class_Lat_192.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_193.xml,mm,250,187,160,105,1.5625
collections\Canon_Class_Lat\MS_Canon_Class_Lat_194.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_195.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_196.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_197.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_198.xml,mm,210,145,155,95,1.3548387096774193
collections\Canon_Class_Lat\MS_Canon_Class_Lat_199.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_2.xml,mm,240,175,177,95,1.3559322033898304
collections\Canon_Class_Lat\MS_Canon_Class_Lat_20.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_200.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_201.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_202.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_203.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_204.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_205.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_206.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_207.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_208.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_209.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_21.xml,mm,118,75,67,40,1.7611940298507462
collections\Canon_Class_Lat\MS_Canon_Class_Lat_210.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_211.xml,mm,285,215,180.0,115.0,1.5833333333333333
collections\Canon_Class_Lat\MS_Canon_Class_Lat_212.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_213.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_214.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_215.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_216.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_217.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_218.xml,mm,282,185,205,105,1.3756097560975609
collections\Canon_Class_Lat\MS_Canon_Class_Lat_219.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_22.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_220.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_221.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_222.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_223.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_224.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_225.xml,mm,255,177,170,115,1.5
collections\Canon_Class_Lat\MS_Canon_Class_Lat_226.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_227.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_228.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_229.xml,mm,250,180,167,115,1.4970059880239521
collections\Canon_Class_Lat\MS_Canon_Class_Lat_23.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_230.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_231.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_232.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_233.xml,mm,235,165,153,107,1.5359477124183007
collections\Canon_Class_Lat\MS_Canon_Class_Lat_234.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_235.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_236.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_237.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_238.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_239.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_24.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_240.xml,mm,228,160,186.5,85,1.2225201072386058
collections\Canon_Class_Lat\MS_Canon_Class_Lat_241.xml,mm,223,153,162,105,1.376543209876543
collections\Canon_Class_Lat\MS_Canon_Class_Lat_242.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_243.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_244.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_245.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_246.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_247.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_248.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_249.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_25.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_250.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_251.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_252.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_253.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_254.xml,mm,323,225,229.0,145,1.4104803493449782
collections\Canon_Class_Lat\MS_Canon_Class_Lat_255.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_256.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_257.xml,mm,345,242,246.0,,1.4024390243902438
collections\Canon_Class_Lat\MS_Canon_Class_Lat_258.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_259.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_26.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_260.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_261.xml,mm,300,208,192,108.5,1.5625
collections\Canon_Class_Lat\MS_Canon_Class_Lat_262.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_263.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_264.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_265.xml,mm,285,203,205,125,1.3902439024390243
collections\Canon_Class_Lat\MS_Canon_Class_Lat_266.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_267.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_268.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_269.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_27.xml,mm,193,150,140,70,1.3785714285714286
collections\Canon_Class_Lat\MS_Canon_Class_Lat_270.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_271.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_272.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_273.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_274.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_275.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_276.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_277.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_278.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_279.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_28.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_280.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_281.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_282.xml,mm,298,189,195,120,1.528205128205128
collections\Canon_Class_Lat\MS_Canon_Class_Lat_283.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_284.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_285.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_286.xml,mm,405,283,258,,1.569767441860465
collections\Canon_Class_Lat\MS_Canon_Class_Lat_287.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_288.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_289.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_29.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_290.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_291.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_292.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_293.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_294.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_295.xml,mm,355,260,230,145,1.5434782608695652
collections\Canon_Class_Lat\MS_Canon_Class_Lat_296.xml,mm,360,250,238,137.5,1.5126050420168067
collections\Canon_Class_Lat\MS_Canon_Class_Lat_297.xml,mm,370,260,230,132.5,1.608695652173913
collections\Canon_Class_Lat\MS_Canon_Class_Lat_298.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_299.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_3.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_30.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_300.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_301.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_302.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_303.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_304.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_305.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_306.xml,mm,325,230,212.5,135,1.5294117647058822
collections\Canon_Class_Lat\MS_Canon_Class_Lat_307.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_308.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_309.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_31.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_310.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_311.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_312.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_32.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_33.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_34.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_35.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_36.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_37.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_38.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_39.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_4.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_40.xml,mm,250,170,170,100,1.4705882352941178
collections\Canon_Class_Lat\MS_Canon_Class_Lat_41.xml,mm,230,135,185,95,1.2432432432432432
collections\Canon_Class_Lat\MS_Canon_Class_Lat_42.xml,mm,217,140,150,90,1.4466666666666668
collections\Canon_Class_Lat\MS_Canon_Class_Lat_43.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_44.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_45.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_46.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_47.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_48.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_49.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_5.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_50.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_51.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_52.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_53.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_54.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_55.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_56.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_57.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_58.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_59.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_6.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_60.xml,mm,260,175,150,105,1.7333333333333334
collections\Canon_Class_Lat\MS_Canon_Class_Lat_61.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_62.xml,mm,290,200,210,90,1.380952380952381
collections\Canon_Class_Lat\MS_Canon_Class_Lat_63.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_64.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_65.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_66.xml,mm,282,215,177.5,117.5,1.5887323943661973
collections\Canon_Class_Lat\MS_Canon_Class_Lat_67.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_68.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_69.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_7.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_70.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_71.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_72.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_73.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_74.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_75.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_76.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_77.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_78.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_79.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_8.xml,mm,265,175,187,105,1.4171122994652405
collections\Canon_Class_Lat\MS_Canon_Class_Lat_80.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_81.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_82.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_83.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_84.xml,mm,295,215,190,70,1.5526315789473684
collections\Canon_Class_Lat\MS_Canon_Class_Lat_85.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_86.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_87.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_88.xml,mm,290,215,220.0,100,1.3181818181818181
collections\Canon_Class_Lat\MS_Canon_Class_Lat_89.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_9.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_90.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_91.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_92.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_93.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_94.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_95.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_96.xml,mm,278,200,187.5,115,1.4826666666666666
collections\Canon_Class_Lat\MS_Canon_Class_Lat_97.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_98.xml,,,,,,
collections\Canon_Class_Lat\MS_Canon_Class_Lat_99.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_10.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_100.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_101.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_102.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_103.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_104.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_105.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_106.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_107.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_108.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_109.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_11.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_110.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_111.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_112.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_113.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_114.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_115.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_116.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_118.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_119.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_12.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_120.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_121.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_122.xml,mm,310,220,250,135.0,1.24
collections\Canon_Gr\MS_Canon_Gr_123.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_124.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_125.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_126.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_127.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_128.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_13.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_14.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_15.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_16.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_17.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_18.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_19.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_20.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_21.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_22.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_23.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_24.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_26.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_27.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_3.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_30.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_31.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_33.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_34.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_35.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_36.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_37.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_38.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_39.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_4.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_40.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_41.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_42.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_43.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_44.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_45.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_46.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_47.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_48.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_49.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_5.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_51.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_54.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_55.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_56.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_57.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_58.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_60.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_61.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_62.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_63.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_64.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_65.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_66.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_68.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_69.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_7.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_70.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_71.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_72.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_73.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_74.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_76.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_77.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_78.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_79.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_8.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_80.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_81.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_82.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_83.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_84.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_85.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_86.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_87.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_88.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_89.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_9.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_90.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_91.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_92.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_93.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_94.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_95.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_96.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_97.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_98.xml,,,,,,
collections\Canon_Gr\MS_Canon_Gr_99.xml,,,,,,
collections\Canon_Ital\MSS_Canon_Ital_105-7.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_1.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_10.xml,mm,206,140,120,,1.7166666666666666
collections\Canon_Ital\MS_Canon_Ital_100.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_101.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_102.xml,mm,430,285,300.0,,1.4333333333333333
collections\Canon_Ital\MS_Canon_Ital_103.xml,mm,405,278,272.5,,1.4862385321100917
collections\Canon_Ital\MS_Canon_Ital_104.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_105.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_106.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_107.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_108.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_109.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_11.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_110.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_111.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_112.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_113.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_114.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_115.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_116.xml,mm,293,215,220,165,1.3318181818181818
collections\Canon_Ital\MS_Canon_Ital_117.xml,,,,,,
collections\Canon_Ital\MS_Canon_Ital_118.xml,,,,,,
